region,year,sex,age_group,population
West Midlands,2026,male,75-79,120429
West Midlands,2027,male,75-79,115684
West Midlands,2028,male,75-79,113490
West Midlands,2029,male,75-79,112420
West Midlands,2030,male,75-79,111833
West Midlands,2031,male,75-79,112394
West Midlands,2032,male,75-79,114075
West Midlands,2033,male,75-79,116350
West Midlands,2034,male,75-79,118943
West Midlands,2035,male,75-79,122248
West Midlands,2036,male,75-79,126290
West Midlands,2037,male,75-79,130420
West Midlands,2038,male,75-79,133647
West Midlands,2039,male,75-79,136895
West Midlands,2040,male,75-79,139862
West Midlands,2041,male,75-79,141891
West Midlands,2042,male,75-79,143556
West Midlands,2043,male,75-79,144836
West Midlands,2044,male,75-79,145810
West Midlands,2045,male,75-79,145858
West Midlands,2046,male,75-79,146165
West Midlands,2047,male,75-79,145039
West Midlands,2022,male,80-84,70549
West Midlands,2023,male,80-84,72834
West Midlands,2024,male,80-84,76523
West Midlands,2025,male,80-84,79515
West Midlands,2026,male,80-84,82706
West Midlands,2027,male,80-84,89202
West Midlands,2028,male,80-84,92667
West Midlands,2029,male,80-84,93789
West Midlands,2030,male,80-84,94548
West Midlands,2031,male,80-84,94715
West Midlands,2032,male,80-84,91084
West Midlands,2033,male,80-84,89533
West Midlands,2034,male,80-84,88877
West Midlands,2035,male,80-84,88611
West Midlands,2036,male,80-84,89280
West Midlands,2037,male,80-84,90868
West Midlands,2038,male,80-84,93002
West Midlands,2039,male,80-84,95371
West Midlands,2040,male,80-84,98267
West Midlands,2041,male,80-84,101748
West Midlands,2042,male,80-84,105324
West Midlands,2043,male,80-84,108188
West Midlands,2044,male,80-84,111048
West Midlands,2045,male,80-84,113666
West Midlands,2046,male,80-84,115535
West Midlands,2047,male,80-84,117144
West Midlands,2022,male,85-89,39778
West Midlands,2023,male,85-89,41105
West Midlands,2024,male,85-89,42565
West Midlands,2025,male,85-89,43286
West Midlands,2026,male,85-89,43306
West Midlands,2027,male,85-89,44340
West Midlands,2028,male,85-89,46309
West Midlands,2029,male,85-89,49162
West Midlands,2030,male,85-89,51452
West Midlands,2031,male,85-89,53734
West Midlands,2032,male,85-89,58603
West Midlands,2033,male,85-89,61190
West Midlands,2034,male,85-89,62138
West Midlands,2035,male,85-89,62632
West Midlands,2036,male,85-89,62605
West Midlands,2037,male,85-89,60359
West Midlands,2038,male,85-89,59606
West Midlands,2039,male,85-89,59439
West Midlands,2040,male,85-89,59508
West Midlands,2041,male,85-89,60217
West Midlands,2042,male,85-89,61575
West Midlands,2043,male,85-89,63383
West Midlands,2044,male,85-89,65327
West Midlands,2045,male,85-89,67584
West Midlands,2046,male,85-89,70252
West Midlands,2047,male,85-89,73017
West Midlands,2022,male,90+,17938
West Midlands,2023,male,90+,18136
West Midlands,2024,male,90+,18574
West Midlands,2025,male,90+,19335
West Midlands,2026,male,90+,20089
West Midlands,2027,male,90+,21082
West Midlands,2028,male,90+,22060
West Midlands,2029,male,90+,22999
West Midlands,2030,male,90+,23662
West Midlands,2031,male,90+,23917
West Midlands,2032,male,90+,24855
West Midlands,2033,male,90+,26302
West Midlands,2034,male,90+,28185
West Midlands,2035,male,90+,29589
West Midlands,2036,male,90+,30794
West Midlands,2037,male,90+,33890
West Midlands,2038,male,90+,35794
West Midlands,2039,male,90+,36959
West Midlands,2040,male,90+,37578
West Midlands,2041,male,90+,37826
West Midlands,2042,male,90+,37942
West Midlands,2043,male,90+,38318
West Midlands,2044,male,90+,38707
West Midlands,2045,male,90+,39017
West Midlands,2046,male,90+,39600
West Midlands,2047,male,90+,40549
East of England,2022,male,0-4,178953
East of England,2023,male,0-4,177379
East of England,2024,male,0-4,175725
East of England,2025,male,0-4,173502
East of England,2026,male,0-4,172094
East of England,2027,male,0-4,170165
East of England,2028,male,0-4,169998
East of England,2029,male,0-4,169967
East of England,2030,male,0-4,169803
East of England,2031,male,0-4,169672
East of England,2032,male,0-4,169594
East of England,2033,male,0-4,169647
East of England,2034,male,0-4,169803
East of England,2035,male,0-4,170076
East of England,2036,male,0-4,170478
East of England,2037,male,0-4,171025
East of England,2038,male,0-4,171719
East of England,2039,male,0-4,172529
East of England,2040,male,0-4,173423
East of England,2041,male,0-4,174367
East of England,2042,male,0-4,175319
East of England,2043,male,0-4,176214
East of England,2044,male,0-4,176990
East of England,2045,male,0-4,177617
East of England,2046,male,0-4,178073
East of England,2047,male,0-4,178351
East of England,2022,male,5-9,194983
East of England,2023,male,5-9,195234
East of England,2024,male,5-9,195190
East of England,2025,male,5-9,194386
East of England,2026,male,5-9,191410
East of England,2027,male,5-9,189687
East of England,2028,male,5-9,186686
East of England,2029,male,5-9,184093
East of England,2030,male,5-9,181861
East of England,2031,male,5-9,180669
East of England,2032,male,5-9,178896
East of England,2033,male,5-9,178850
East of England,2034,male,5-9,178857
East of England,2035,male,5-9,178696
East of England,2036,male,5-9,178576
East of England,2037,male,5-9,178524
East of England,2038,male,5-9,178606
East of England,2039,male,5-9,178798
East of England,2040,male,5-9,179107
East of England,2041,male,5-9,179548
East of England,2042,male,5-9,180134
East of England,2043,male,5-9,180866
East of England,2044,male,5-9,181714
East of England,2045,male,5-9,182642
East of England,2046,male,5-9,183622
East of England,2047,male,5-9,184608
East of England,2022,male,10-14,202670
East of England,2023,male,10-14,203764
East of England,2024,male,10-14,204419
East of England,2025,male,10-14,203959
East of England,2026,male,10-14,203354
East of England,2027,male,10-14,201867
East of England,2028,male,10-14,200903
East of England,2029,male,10-14,200025
East of England,2030,male,10-14,199047
East of England,2031,male,10-14,196073
East of England,2032,male,10-14,194464
East of England,2033,male,10-14,191511
East of England,2034,male,10-14,188913
East of England,2035,male,10-14,186698
East of England,2036,male,10-14,185533
East of England,2037,male,10-14,183754
East of England,2038,male,10-14,183717
East of England,2039,male,10-14,183729
East of England,2040,male,10-14,183570
East of England,2041,male,10-14,183455
East of England,2042,male,10-14,183414
East of England,2043,male,10-14,183512
East of England,2044,male,10-14,183720
East of England,2045,male,10-14,184047
East of England,2046,male,10-14,184505
East of England,2047,male,10-14,185108
East of England,2022,male,15-19,181861
East of England,2023,male,15-19,187444
East of England,2024,male,15-19,191455
East of England,2025,male,15-19,194455
East of England,2026,male,15-19,198028
East of England,2027,male,15-19,200654
East of England,2028,male,15-19,200757
East of England,2029,male,15-19,200538
East of England,2030,male,15-19,199736
East of England,2031,male,15-19,199138
East of England,2032,male,15-19,197829
East of England,2033,male,15-19,196906
East of England,2034,male,15-19,195966
East of England,2035,male,15-19,194702
East of England,2036,male,15-19,191829
East of England,2037,male,15-19,190294
East of England,2038,male,15-19,187397
East of England,2039,male,15-19,184828
East of England,2040,male,15-19,182839
East of England,2041,male,15-19,181625
East of England,2042,male,15-19,180214
East of England,2043,male,15-19,180197
East of England,2044,male,15-19,180176
East of England,2045,male,15-19,180023
East of England,2046,male,15-19,179915
East of England,2047,male,15-19,179896
East of England,2022,male,20-24,174138
East of England,2023,male,20-24,177481
East of England,2024,male,20-24,180299
East of England,2025,male,20-24,180875
East of England,2026,male,20-24,181707
East of England,2027,male,20-24,182889
East of England,2028,male,20-24,185445
East of England,2029,male,20-24,187086
East of England,2030,male,20-24,189230
East of England,2031,male,20-24,192239
East of England,2032,male,20-24,194583
East of England,2033,male,20-24,194640
East of England,2034,male,20-24,194429
East of England,2035,male,20-24,193743
East of England,2036,male,20-24,192836
East of England,2037,male,20-24,191166
East of England,2038,male,20-24,189958
East of England,2039,male,20-24,189008
East of England,2040,male,20-24,187743
East of England,2041,male,20-24,184967
East of England,2042,male,20-24,183398
East of England,2043,male,20-24,180888
East of England,2044,male,20-24,178619
East of England,2045,male,20-24,176781
East of England,2046,male,20-24,175761
East of England,2047,male,20-24,174216
East of England,2022,male,25-29,190531
East of England,2023,male,25-29,195509
East of England,2024,male,25-29,198979
East of England,2025,male,25-29,200508
East of England,2026,male,25-29,200605
East of England,2027,male,25-29,199884
East of England,2028,male,25-29,199772
East of England,2029,male,25-29,200876
East of England,2030,male,25-29,202367
East of England,2031,male,25-29,204322
East of England,2032,male,25-29,206631
East of England,2033,male,25-29,209790
East of England,2034,male,25-29,211618
East of England,2035,male,25-29,213740
East of England,2036,male,25-29,216767
East of England,2037,male,25-29,219094
East of England,2038,male,25-29,219011
East of England,2039,male,25-29,218428
East of England,2040,male,25-29,217498
East of England,2041,male,25-29,216472
East of England,2042,male,25-29,214563
East of England,2043,male,25-29,213009
East of England,2044,male,25-29,211810
East of England,2045,male,25-29,210263
East of England,2046,male,25-29,207237
East of England,2047,male,25-29,205531
East of England,2022,male,30-34,206787
East of England,2023,male,30-34,210160
East of England,2024,male,30-34,213538
East of England,2025,male,30-34,213897
East of England,2026,male,30-34,213148
East of England,2027,male,30-34,213534
East of England,2028,male,30-34,214656
East of England,2029,male,30-34,215555
East of England,2030,male,30-34,216970
East of England,2031,male,30-34,217597
East of England,2032,male,30-34,217482
East of England,2033,male,30-34,218054
East of England,2034,male,30-34,219512
East of England,2035,male,30-34,221312
East of England,2036,male,30-34,223505
East of England,2037,male,30-34,226024
East of England,2038,male,30-34,229197
East of England,2039,male,30-34,230978
East of England,2040,male,30-34,233075
East of England,2041,male,30-34,236131
East of England,2042,male,30-34,238472
East of England,2043,male,30-34,238380
East of England,2044,male,30-34,237750
East of England,2045,male,30-34,236748
East of England,2046,male,30-34,235602
East of England,2047,male,30-34,233552
East of England,2022,male,35-39,205550
East of England,2023,male,35-39,212301
East of England,2024,male,35-39,218191
East of England,2025,male,35-39,221659
East of England,2026,male,35-39,224573
East of England,2027,male,35-39,226957
East of England,2028,male,35-39,227499
East of England,2029,male,35-39,228935
East of England,2030,male,35-39,229447
East of England,2031,male,35-39,229489
East of England,2032,male,35-39,230691
East of England,2033,male,35-39,232361
East of England,2034,male,35-39,233586
East of England,2035,male,35-39,235082
East of England,2036,male,35-39,235738
East of England,2037,male,35-39,235656
East of England,2038,male,35-39,236452
East of England,2039,male,35-39,238140
East of England,2040,male,35-39,240198
East of England,2041,male,35-39,242573
East of England,2042,male,35-39,245269
East of England,2043,male,35-39,248541
East of England,2044,male,35-39,250354
East of England,2045,male,35-39,252497
East of England,2046,male,35-39,255639
East of England,2047,male,35-39,258037
East of England,2022,male,40-44,203929
East of England,2023,male,40-44,208891
East of England,2024,male,40-44,210602
East of England,2025,male,40-44,211994
East of England,2026,male,40-44,214048
East of England,2027,male,40-44,217100
East of England,2028,male,40-44,221812
East of England,2029,male,40-44,226298
East of England,2030,male,40-44,229672
East of England,2031,male,40-44,232907
East of England,2032,male,40-44,235656
East of England,2033,male,40-44,236491
East of England,2034,male,40-44,238122
East of England,2035,male,40-44,238807
East of England,2036,male,40-44,239091
East of England,2037,male,40-44,240515
East of England,2038,male,40-44,242333
East of England,2039,male,40-44,243704
East of England,2040,male,40-44,245233
East of England,2041,male,40-44,245900
East of England,2042,male,40-44,245844
East of England,2043,male,40-44,246784
East of England,2044,male,40-44,248627
East of England,2045,male,40-44,250847
East of England,2046,male,40-44,253323
East of England,2047,male,40-44,256120
East of England,2022,male,45-49,196670
East of England,2023,male,45-49,194649
East of England,2024,male,45-49,196907
East of England,2025,male,45-49,200555
East of England,2026,male,45-49,204770
East of England,2027,male,45-49,208971
East of England,2028,male,45-49,212687
East of England,2029,male,45-49,213599
East of England,2030,male,45-49,214893
East of England,2031,male,45-49,216978
East of England,2032,male,45-49,220136
East of England,2033,male,45-49,224873
East of England,2034,male,45-49,229343
East of England,2035,male,45-49,232711
East of England,2036,male,45-49,235986
East of England,2037,male,45-49,238764
East of England,2038,male,45-49,239665
East of England,2039,male,45-49,241379
East of England,2040,male,45-49,242161
East of England,2041,male,45-49,242580
East of England,2042,male,45-49,244120
East of England,2043,male,45-49,246014
East of England,2044,male,45-49,247468
East of England,2045,male,45-49,249008
East of England,2046,male,45-49,249681
East of England,2047,male,45-49,249650
East of England,2022,male,50-54,215790
East of England,2023,male,50-54,213862
East of England,2024,male,50-54,210219
East of England,2025,male,50-54,206944
East of England,2026,male,50-54,201804
East of England,2027,male,50-54,197564
East of England,2028,male,50-54,195015
East of England,2029,male,50-54,196804
East of England,2030,male,50-54,200451
East of England,2031,male,50-54,204736
East of England,2032,male,50-54,209006
East of England,2033,male,50-54,212707
East of England,2034,male,50-54,213648
East of England,2035,male,50-54,214918
East of England,2036,male,50-54,216928
East of England,2037,male,50-54,220019
East of England,2038,male,50-54,224659
East of England,2039,male,50-54,229059
East of England,2040,male,50-54,232407
East of England,2041,male,50-54,235695
East of England,2042,male,50-54,238481
East of England,2043,male,50-54,239434
East of England,2044,male,50-54,241194
East of England,2045,male,50-54,242035
East of England,2046,male,50-54,242545
East of England,2047,male,50-54,244158
East of England,2022,male,55-59,215444
East of England,2023,male,55-59,216243
East of England,2024,male,55-59,216672
East of England,2025,male,55-59,215113
East of England,2026,male,55-59,214649
East of England,2027,male,55-59,212734
East of England,2028,male,55-59,210425
East of England,2029,male,55-59,206651
East of England,2030,male,55-59,203527
East of England,2031,male,55-59,198721
East of England,2032,male,55-59,194791
East of England,2033,male,55-59,192489
East of England,2034,male,55-59,194317
East of England,2035,male,55-59,197964
East of England,2036,male,55-59,202198
East of England,2037,male,55-59,206396
East of England,2038,male,55-59,210002
