Organisation_Code,Specialty,Number_Of_Beds,Effective_Snapshot_Date
RJE,120,4.758242,30/06/2017
RJF,120,0.923077,30/06/2017
RK5,120,0.978022,30/06/2017
RKB,120,2.21978,30/06/2017
RL1,120,0,30/06/2017
RL4,120,2.846154,30/06/2017
RLQ,120,0.527473,30/06/2017
RLT,120,0,30/06/2017
RLY,120,0,30/06/2017
RM1,120,1.637363,30/06/2017
RMY,120,0,30/06/2017
RNA,120,2.78022,30/06/2017
RNQ,120,0.274725,30/06/2017
RNS,120,2.186813,30/06/2017
RP1,120,0,30/06/2017
RP7,120,0,30/06/2017
RQ3,120,4.087912,30/06/2017
RQ8,120,1,30/06/2017
RQW,120,0,30/06/2017
RR1,120,4.549451,30/06/2017
RRE,120,0,30/06/2017
RRJ,120,0,30/06/2017
RRK,120,5.21978,30/06/2017
RT1,120,0,30/06/2017
RTG,120,0.989011,30/06/2017
RWD,120,3.076923,30/06/2017
RWE,120,2.208791,30/06/2017
RWG,120,2.164835,30/06/2017
RWH,120,2.406593,30/06/2017
RWP,120,1.450549,30/06/2017
RX1,120,6.571429,30/06/2017
RXK,120,2.461538,30/06/2017
RXM,120,0,30/06/2017
RXT,120,0,30/06/2017
RXW,120,2.56044,30/06/2017
RY3,120,0,30/06/2017
RY5,120,0,30/06/2017
RY8,120,0,30/06/2017
RYG,120,0,30/06/2017
RYK,120,0,30/06/2017
RYV,120,0,30/06/2017
RYW,120,0,30/06/2017
TAJ,120,0,30/06/2017
R1H,120,8.527473,30/06/2017
R1K,120,2.395604,30/06/2017
RAL,120,1.824176,30/06/2017
RAN,120,0,30/06/2017
RAP,120,0,30/06/2017
RAS,120,0,30/06/2017
RAT,120,0,30/06/2017
RAX,120,2.230769,30/06/2017
RF4,120,3.549451,30/06/2017
RJ1,120,0.43956,30/06/2017
RJ2,120,6.010989,30/06/2017
RJ6,120,1.32967,30/06/2017
RJ7,120,1.681319,30/06/2017
RJZ,120,3.571429,30/06/2017
RKE,120,0,30/06/2017
RKL,120,0,30/06/2017
RP4,120,2.967033,30/06/2017
RP6,120,0,30/06/2017
RPG,120,0,30/06/2017
RPY,120,0.054945,30/06/2017
RQM,120,4.21978,30/06/2017
RQX,120,0.175824,30/06/2017
RQY,120,0,30/06/2017
RGN,303,5.153846,30/06/2017
RGP,303,3.175824,30/06/2017
RGQ,303,5.340659,30/06/2017
RGR,303,0,30/06/2017
RGT,303,9.813187,30/06/2017
RHA,303,0,30/06/2017
RJC,303,0,30/06/2017
RJE,303,20.945055,30/06/2017
RJF,303,2.802198,30/06/2017
RK5,303,0.054945,30/06/2017
RKB,303,8.912088,30/06/2017
RL1,303,0,30/06/2017
RL4,303,8.054945,30/06/2017
RLQ,303,0,30/06/2017
RLT,303,0,30/06/2017
RLY,303,0,30/06/2017
RM1,303,8.076923,30/06/2017
RMY,303,0,30/06/2017
RNA,303,6.527473,30/06/2017
RNQ,303,2.032967,30/06/2017
RNS,303,0,30/06/2017
RP1,303,0,30/06/2017
RP7,303,0,30/06/2017
RQ3,303,2.32967,30/06/2017
RQ8,303,0.010989,30/06/2017
RQW,303,0,30/06/2017
RR1,303,0,30/06/2017
RRE,303,0,30/06/2017
RRJ,303,0,30/06/2017
RRK,303,12.241758,30/06/2017
RT1,303,0,30/06/2017
RTG,303,7.516484,30/06/2017
RWD,303,12.967033,30/06/2017
RWE,303,10.428571,30/06/2017
RWG,303,3.637363,30/06/2017
RWH,303,0.692308,30/06/2017
RWP,303,0,30/06/2017
RX1,303,31.692308,30/06/2017
RXK,303,11.164835,30/06/2017
RXM,303,0,30/06/2017
RXT,303,0,30/06/2017
RXW,303,0,30/06/2017
RY3,303,0,30/06/2017
RY5,303,0,30/06/2017
RY8,303,0,30/06/2017
RYG,303,0,30/06/2017
RYK,303,0,30/06/2017
RYV,303,0,30/06/2017
RYW,303,0,30/06/2017
TAJ,303,0,30/06/2017
R1H,303,40.802198,30/06/2017
R1K,303,1.791209,30/06/2017
RAL,303,4.406593,30/06/2017
RAN,303,0,30/06/2017
RAP,303,9.956044,30/06/2017
RAS,303,7.494505,30/06/2017
RAT,303,0,30/06/2017
RAX,303,0,30/06/2017
RF4,303,10.153846,30/06/2017
RJ1,303,5.945055,30/06/2017
RJ2,303,3.131868,30/06/2017
RJ6,303,4.32967,30/06/2017
RJ7,303,6.813187,30/06/2017
RJZ,303,12.494505,30/06/2017
RKE,303,1.318681,30/06/2017
RKL,303,0,30/06/2017
RP4,303,3.076923,30/06/2017
RP6,303,0,30/06/2017
RPG,303,0,30/06/2017
RPY,303,14.758242,30/06/2017
RQM,303,2.43956,30/06/2017
RQX,303,0.164835,30/06/2017
RQY,303,0,30/06/2017
RRP,303,0,30/06/2017
RRV,303,34.868132,30/06/2017
RT3,303,0,30/06/2017
RV3,303,0,30/06/2017
RVR,303,0,30/06/2017
RWK,303,0,30/06/2017
RYJ,303,12.549451,30/06/2017
RYX,303,0,30/06/2017
TAF,303,0,30/06/2017
R1C,303,0,30/06/2017
R1F,303,0.032967,30/06/2017
R1J,303,0,30/06/2017
RA2,303,0.527473,30/06/2017
RA3,303,0,30/06/2017
RA4,303,3.879121,30/06/2017
RA7,303,13.351648,30/06/2017
RA9,303,0,30/06/2017
RBA,303,0,30/06/2017
RBD,303,0,30/06/2017
RBZ,303,5.21978,30/06/2017
RD1,303,0.483516,30/06/2017
RD3,303,9.307692,30/06/2017
RDR,303,0,30/06/2017
RDU,303,1.164835,30/06/2017
RDY,303,0,30/06/2017
RDZ,303,12.714286,30/06/2017
REF,303,0.648352,30/06/2017
RH5,303,0,30/06/2017
RH8,303,10.274725,30/06/2017
RVN,303,0,30/06/2017
RHM,303,9.142857,30/06/2017
RHU,303,4.516484,30/06/2017
RHW,303,7.593407,30/06/2017
RJ8,303,0,30/06/2017
RK9,303,0.010989,30/06/2017
RN3,303,7.153846,30/06/2017
RN5,303,3.604396,30/06/2017
RN7,303,7.923077,30/06/2017
RNU,303,0,30/06/2017
RJ2,147,0,30/06/2017
RJ6,147,0,30/06/2017
RJ7,147,0,30/06/2017
RJZ,147,0,30/06/2017
RKE,147,0,30/06/2017
RKL,147,0,30/06/2017
RP4,147,0,30/06/2017
RP6,147,0,30/06/2017
RPG,147,0,30/06/2017
RPY,147,0,30/06/2017
RCX,310,0,30/06/2017
RD8,310,0,30/06/2017
RDD,310,0,30/06/2017
RDE,310,0,30/06/2017
RFS,310,0,30/06/2017
RGM,310,0,30/06/2017
RGN,310,0,30/06/2017
RGP,310,0,30/06/2017
RGQ,310,0,30/06/2017
RGR,310,0,30/06/2017
RGT,310,0,30/06/2017
RHA,310,0,30/06/2017
RJC,310,0,30/06/2017
RJE,310,0,30/06/2017
RJF,310,0,30/06/2017
RK5,310,0,30/06/2017
RKB,310,0,30/06/2017
RL1,310,0,30/06/2017
RL4,310,0,30/06/2017
RLQ,310,0,30/06/2017
RLT,310,0,30/06/2017
RLY,310,0,30/06/2017
RM1,310,0,30/06/2017
RMY,310,0,30/06/2017
RNA,310,0,30/06/2017
RNQ,310,0,30/06/2017
RNS,310,0,30/06/2017
RP1,310,0,30/06/2017
RP7,310,0,30/06/2017
RQ3,310,0,30/06/2017
RQ8,310,0,30/06/2017
RQW,310,0,30/06/2017
RR1,310,0,30/06/2017
RRE,310,0,30/06/2017
RRJ,310,0,30/06/2017
RRK,310,0,30/06/2017
RT1,310,0,30/06/2017
RTG,310,0,30/06/2017
RWD,310,0,30/06/2017
RWE,310,0,30/06/2017
RWG,180,0,30/06/2017
RWH,180,1.252747,30/06/2017
RWP,180,0,30/06/2017
RX1,180,0,30/06/2017
RXK,180,0.010989,30/06/2017
RXM,180,0,30/06/2017
RXT,180,0,30/06/2017
RXW,180,0,30/06/2017
RY3,180,0,30/06/2017
RY5,180,0,30/06/2017
RY8,180,0,30/06/2017
RYG,180,0,30/06/2017
RYK,180,0,30/06/2017
RYV,180,0,30/06/2017
RYW,180,0,30/06/2017
TAJ,180,0,30/06/2017
R1H,180,0,30/06/2017
R1K,180,0.032967,30/06/2017
RAL,180,0.021978,30/06/2017
RAN,180,0,30/06/2017
RAP,180,0,30/06/2017
RAS,180,0,30/06/2017
RAT,180,0,30/06/2017
RAX,180,0,30/06/2017
RF4,180,0.010989,30/06/2017
RJ1,180,0.010989,30/06/2017
RJ2,180,0,30/06/2017
RJ6,180,0.021978,30/06/2017
RJ7,180,0,30/06/2017
RJZ,180,0.307692,30/06/2017
RKE,180,0.021978,30/06/2017
RKL,180,0,30/06/2017
RP4,180,0,30/06/2017
RP6,180,0,30/06/2017
RPG,180,0,30/06/2017
RPY,180,0,30/06/2017
RQM,180,0,30/06/2017
RQX,180,0,30/06/2017
RQY,180,0,30/06/2017
RRP,180,0,30/06/2017
RRV,180,0.10989,30/06/2017
RT3,180,0,30/06/2017
RV3,180,0,30/06/2017
RVR,180,18.43956,30/06/2017
RWK,180,0,30/06/2017
RYJ,180,11.989011,30/06/2017
RYX,180,0,30/06/2017
TAF,180,0,30/06/2017
R1C,180,0,30/06/2017
R1F,180,0,30/06/2017
R1J,180,0,30/06/2017
RA2,180,0,30/06/2017
RA3,180,0,30/06/2017
RA4,180,0,30/06/2017
RA7,180,0.010989,30/06/2017
RA9,180,0,30/06/2017
RBA,180,0,30/06/2017
RBD,180,0,30/06/2017
RBZ,180,0,30/06/2017
RD1,180,0.263736,30/06/2017
RD3,180,0,30/06/2017
RDR,180,0,30/06/2017
RDU,180,0.087912,30/06/2017
RDY,180,0,30/06/2017
RDZ,180,0,30/06/2017
REF,180,0,30/06/2017
RH5,180,0,30/06/2017
RH8,180,0.197802,30/06/2017
RVN,180,0,30/06/2017
RHM,180,0.021978,30/06/2017
RHU,180,0,30/06/2017
RHW,180,0.054945,30/06/2017
RJ8,180,0,30/06/2017
RK9,180,0.010989,30/06/2017
RN3,180,0.076923,30/06/2017
RN5,180,0,30/06/2017
RN7,180,0,30/06/2017
RNU,180,0,30/06/2017
RNZ,180,0,30/06/2017
RPA,180,0,30/06/2017
RPC,180,0,30/06/2017
RTE,180,0.010989,30/06/2017
RTH,180,0.021978,30/06/2017
RTK,180,0,30/06/2017
RTP,180,0,30/06/2017
RTQ,180,0,30/06/2017
RVJ,180,0,30/06/2017
RVV,180,0.032967,30/06/2017
RW1,180,0,30/06/2017
RWF,180,0,30/06/2017
RWV,180,0,30/06/2017
RWX,180,0,30/06/2017
RX2,180,0,30/06/2017
RXC,180,0,30/06/2017
RXH,180,0.362637,30/06/2017
RXQ,180,2.692308,30/06/2017
RXX,180,0,30/06/2017
RXY,180,0,30/06/2017
RYR,180,0,30/06/2017
RAE,190,4.21978,30/06/2017
RBL,190,1.769231,30/06/2017
RBN,190,2.615385,30/06/2017
RBQ,190,0,30/06/2017
RBS,190,0,30/06/2017
RBT,190,0.406593,30/06/2017
RBV,190,0.208791,30/06/2017
RCB,190,4.912088,30/06/2017
RCD,190,0.131868,30/06/2017
RCF,190,0,30/06/2017
RCU,190,0,30/06/2017
RE9,190,0,30/06/2017
REM,190,0,30/06/2017
RMC,340,0,30/06/2017
RMP,340,0.131868,30/06/2017
RNL,340,1.120879,30/06/2017
RNN,340,0,30/06/2017
RP5,340,0.626374,30/06/2017
RQ6,340,1.846154,30/06/2017
RR7,340,0.747253,30/06/2017
RR8,340,1.692308,30/06/2017
RRF,340,2.10989,30/06/2017
RT2,340,0,30/06/2017
RTD,340,0.21978,30/06/2017
RTF,340,0.901099,30/06/2017
RTR,340,0.428571,30/06/2017
RTV,340,0,30/06/2017
RTX,340,0,30/06/2017
RV9,340,0,30/06/2017
RVW,340,2.538462,30/06/2017
RVY,340,0,30/06/2017
RW3,340,0.769231,30/06/2017
RW4,340,0,30/06/2017
RW5,340,0,30/06/2017
RW6,340,0.89011,30/06/2017
RWA,340,0.835165,30/06/2017
RWJ,340,0,30/06/2017
RWW,340,0.67033,30/06/2017
RWY,340,0.340659,30/06/2017
RX3,340,0,30/06/2017
RX4,340,0,30/06/2017
RXA,340,0,30/06/2017
RXE,340,0,30/06/2017
RXF,340,2.406593,30/06/2017
RXG,340,0,30/06/2017
RXL,340,0.967033,30/06/2017
RXN,340,1,30/06/2017
RXP,340,0.769231,30/06/2017
RXR,340,1.637363,30/06/2017
RY6,340,0,30/06/2017
TAD,340,0,30/06/2017
TAH,340,0,30/06/2017
R1A,340,0,30/06/2017
R1E,340,0,30/06/2017
R1L,340,0,30/06/2017
RAJ,340,0.582418,30/06/2017
RBK,340,0,30/06/2017
RC1,340,0.010989,30/06/2017
RC9,340,0.153846,30/06/2017
RCX,340,0.637363,30/06/2017
RD8,340,0.989011,30/06/2017
RDD,340,1.186813,30/06/2017
RDE,340,2.032967,30/06/2017
RFS,340,0,30/06/2017
RGM,340,8.384615,30/06/2017
RGN,340,0.175824,30/06/2017
RGP,340,0,30/06/2017
RGQ,340,0.076923,30/06/2017
RGR,340,0,30/06/2017
RGT,340,0.868132,30/06/2017
RHA,340,0,30/06/2017
RJC,340,0,30/06/2017
RJE,340,2.461538,30/06/2017
RJF,340,0,30/06/2017
RK5,340,0.252747,30/06/2017
RKB,340,0.10989,30/06/2017
RL1,340,0,30/06/2017
RL4,340,0,30/06/2017
RLQ,340,0.065934,30/06/2017
RLT,340,0,30/06/2017
RLY,340,0,30/06/2017
RM1,340,1.615385,30/06/2017
RMY,340,0,30/06/2017
RNA,340,0,30/06/2017
RNQ,340,0.318681,30/06/2017
RNS,340,0.065934,30/06/2017
RP1,340,0,30/06/2017
RP7,340,0,30/06/2017
RQ3,340,0.263736,30/06/2017
RQ8,340,0.131868,30/06/2017
RQW,340,0,30/06/2017
RR1,340,0,30/06/2017
RRE,340,0,30/06/2017
RRJ,340,0,30/06/2017
RRK,340,2.428571,30/06/2017
RT1,340,0,30/06/2017
RTG,340,0.131868,30/06/2017
RWD,340,1.648352,30/06/2017
RWE,340,0.395604,30/06/2017
RWG,340,2.340659,30/06/2017
RWH,340,0.274725,30/06/2017
RWP,340,0,30/06/2017
RX1,340,4.901099,30/06/2017
RXK,340,0.538462,30/06/2017
RXM,340,0,30/06/2017
RXT,340,0,30/06/2017
RXW,340,0,30/06/2017
RY3,340,0,30/06/2017
RY5,340,0,30/06/2017
RY8,340,0,30/06/2017
RYG,340,0,30/06/2017
RYK,340,0,30/06/2017
RYV,340,0,30/06/2017
RYW,340,0,30/06/2017
TAJ,340,0,30/06/2017
R1H,340,3.472527,30/06/2017
R1K,340,0.769231,30/06/2017
RAL,340,1.428571,30/06/2017
RAN,340,0,30/06/2017
RAP,340,0,30/06/2017
RAS,340,0.186813,30/06/2017
RAT,340,0,30/06/2017
RAX,340,0.010989,30/06/2017
RF4,340,0.153846,30/06/2017
RJ1,340,3.461538,30/06/2017
RWG,833,0,30/06/2017
RWH,833,0,30/06/2017
RWP,833,0,30/06/2017
RX1,833,0,30/06/2017
RXK,833,0,30/06/2017
RXM,833,0,30/06/2017
RXT,833,0,30/06/2017
RXW,833,0,30/06/2017
RY3,833,0,30/06/2017
RY5,833,0,30/06/2017
RY8,833,0,30/06/2017
RYG,833,0,30/06/2017
RYK,833,0,30/06/2017
RYV,833,0,30/06/2017
RYW,833,0,30/06/2017
TAJ,833,0,30/06/2017
R1H,833,0,30/06/2017
R1K,833,0,30/06/2017
RAL,833,0,30/06/2017
RAN,833,0,30/06/2017
RAP,833,0,30/06/2017
RAS,833,0,30/06/2017
RAT,833,0,30/06/2017
RAX,833,0,30/06/2017
RF4,833,0,30/06/2017
RJ1,833,0,30/06/2017
RJ2,833,0,30/06/2017
RJ6,833,0,30/06/2017
RJ7,833,0,30/06/2017
RJZ,833,0,30/06/2017
RKE,833,0,30/06/2017
RKL,833,0,30/06/2017
RP4,833,0,30/06/2017
RP6,833,0,30/06/2017
RPG,833,0,30/06/2017
RPY,833,0,30/06/2017
RQM,833,0,30/06/2017
RQX,833,0,30/06/2017
RQY,833,0,30/06/2017
RRP,833,0,30/06/2017
RRV,833,0,30/06/2017
RT3,833,0,30/06/2017
RV3,833,0,30/06/2017
RVR,833,0,30/06/2017
RWK,833,0,30/06/2017
RYJ,833,0,30/06/2017
RYX,833,0,30/06/2017
TAF,833,0,30/06/2017
R1C,833,0,30/06/2017
R1F,833,0,30/06/2017
R1J,833,0,30/06/2017
RA2,833,0,30/06/2017
RA3,833,0,30/06/2017
RA4,833,0,30/06/2017
RA7,833,0,30/06/2017
RA9,833,0,30/06/2017
RBA,833,0,30/06/2017
RBD,833,0,30/06/2017
RBZ,833,0,30/06/2017
RD1,833,0,30/06/2017
RD3,833,0,30/06/2017
RDR,833,0,30/06/2017
RDU,833,0,30/06/2017
RDY,833,0,30/06/2017
RDZ,833,0,30/06/2017
REF,833,0,30/06/2017
RH5,833,0,30/06/2017
RH8,833,0,30/06/2017
RVN,833,0,30/06/2017
RHM,833,0,30/06/2017
RHU,833,0,30/06/2017
RHW,833,0,30/06/2017
RJ8,833,0,30/06/2017
RK9,833,0,30/06/2017
RN3,833,0,30/06/2017
RN5,833,0,30/06/2017
RN7,833,0,30/06/2017
RNU,833,0,30/06/2017
RNZ,833,0,30/06/2017
RPA,833,0,30/06/2017
RPC,833,0,30/06/2017
RTE,833,0,30/06/2017
RTH,833,0.010989,30/06/2017
RTK,833,0,30/06/2017
RTP,833,0,30/06/2017
RTQ,833,0,30/06/2017
RVJ,833,0,30/06/2017
RVV,833,0,30/06/2017
RW1,833,0,30/06/2017
RWF,833,0,30/06/2017
RWV,833,0,30/06/2017
RWX,833,0,30/06/2017
RX2,833,0,30/06/2017
RXC,833,0,30/06/2017
RXH,833,0,30/06/2017
RXQ,833,0,30/06/2017
RXX,833,0,30/06/2017
RXY,833,0,30/06/2017
RYR,833,0,30/06/2017
RAE,834,0,30/06/2017
RBL,834,0,30/06/2017
RBN,834,0,30/06/2017
RBQ,834,0,30/06/2017
RBS,834,0,30/06/2017
RBT,834,0,30/06/2017
RBV,834,0,30/06/2017
RCB,834,0,30/06/2017
RCD,834,0,30/06/2017
RCF,834,0,30/06/2017
RCU,834,0,30/06/2017
RE9,834,0,30/06/2017
REM,834,0,30/06/2017
RNZ,320,3.538462,30/06/2017
RPA,320,0,30/06/2017
RPC,320,0,30/06/2017
RTE,320,6.637363,30/06/2017
RTH,320,17.901099,30/06/2017
RTK,320,0,30/06/2017
RTP,320,4.285714,30/06/2017
RTQ,320,0,30/06/2017
RVJ,320,0.362637,30/06/2017
RVV,320,0.527473,30/06/2017
RW1,320,0,30/06/2017
RWF,320,4.428571,30/06/2017
RWV,320,0,30/06/2017
RVV,146,0,30/06/2017
RW1,146,0,30/06/2017
RWF,146,0,30/06/2017
RWV,146,0,30/06/2017
RWX,146,0,30/06/2017
RX2,146,0,30/06/2017
RXC,146,0,30/06/2017
RXH,146,0,30/06/2017
RXQ,146,0,30/06/2017
RXX,146,0,30/06/2017
RXY,146,0,30/06/2017
RYR,146,0,30/06/2017
RAE,147,0,30/06/2017
RBL,147,0,30/06/2017
RBN,147,0,30/06/2017
RBQ,147,0,30/06/2017
RBS,147,0,30/06/2017
RBT,147,0,30/06/2017
RBV,147,0,30/06/2017
RCB,147,0,30/06/2017
RCD,147,0,30/06/2017
RCF,147,0,30/06/2017
RCU,147,0,30/06/2017
RE9,147,0,30/06/2017
REM,147,0,30/06/2017
REN,147,0,30/06/2017
REP,147,0,30/06/2017
RET,147,0,30/06/2017
RFF,147,0,30/06/2017
RFR,147,0,30/06/2017
RGD,147,0,30/06/2017
RHQ,147,0,30/06/2017
RJL,147,0,30/06/2017
RJN,147,0,30/06/2017
RJR,147,0,30/06/2017
RLN,147,0,30/06/2017
RM2,147,0,30/06/2017
RM3,147,0,30/06/2017
RGN,824,0,30/06/2017
RGP,824,0,30/06/2017
RGQ,824,0,30/06/2017
RGR,824,0,30/06/2017
RGT,824,0,30/06/2017
RHA,824,0,30/06/2017
RJC,824,0,30/06/2017
RJE,824,0,30/06/2017
RJF,824,0,30/06/2017
RK5,824,0,30/06/2017
RKB,824,0,30/06/2017
RL1,824,0,30/06/2017
RL4,824,0,30/06/2017
RLQ,824,0,30/06/2017
RLT,824,0,30/06/2017
RLY,824,0,30/06/2017
RM1,824,0,30/06/2017
RMY,824,0,30/06/2017
RNA,824,0,30/06/2017
RNQ,824,0,30/06/2017
RNS,824,0,30/06/2017
RP1,824,0,30/06/2017
RP7,824,0,30/06/2017
RQ3,824,0,30/06/2017
RQ8,824,0,30/06/2017
RQW,824,0,30/06/2017
RR1,824,0,30/06/2017
RRE,824,0,30/06/2017
RRJ,824,0,30/06/2017
RRK,824,0,30/06/2017
RT1,824,0,30/06/2017
RTG,824,0,30/06/2017
RWD,824,0,30/06/2017
RWE,824,0,30/06/2017
RWG,824,0,30/06/2017
RWH,824,0,30/06/2017
RWP,824,0,30/06/2017
RX1,824,0,30/06/2017
RXK,824,0,30/06/2017
RXM,824,0,30/06/2017
RXT,824,0,30/06/2017
RXW,824,0,30/06/2017
RY3,824,0,30/06/2017
RY5,824,0,30/06/2017
RY8,824,0,30/06/2017
RYG,824,0,30/06/2017
RYK,824,0,30/06/2017
RYV,824,0,30/06/2017
RYW,824,0,30/06/2017
TAJ,824,0,30/06/2017
R1H,824,0,30/06/2017
R1K,824,0,30/06/2017
RAL,824,0,30/06/2017
RAN,824,0,30/06/2017
RAP,824,0,30/06/2017
RAS,824,0,30/06/2017
RAT,824,0,30/06/2017
RAX,824,0,30/06/2017
RF4,824,0,30/06/2017
RJ1,824,0,30/06/2017
RJ2,824,0,30/06/2017
RJ6,824,0,30/06/2017
RJ7,824,0,30/06/2017
RJZ,824,0,30/06/2017
RKE,824,0,30/06/2017
RKL,824,0,30/06/2017
RP4,824,0,30/06/2017
RP6,824,0,30/06/2017
RPG,824,0,30/06/2017
RPY,824,0,30/06/2017
RQM,824,0,30/06/2017
RQX,824,0,30/06/2017
RQY,824,0,30/06/2017
RRP,824,0,30/06/2017
RRV,824,0,30/06/2017
RT3,824,0,30/06/2017
RV3,824,0,30/06/2017
RVR,824,0,30/06/2017
RWK,824,0,30/06/2017
RYJ,824,0,30/06/2017
RYX,824,0,30/06/2017
TAF,824,0,30/06/2017
R1C,824,0,30/06/2017
R1F,824,0,30/06/2017
R1J,824,0,30/06/2017
RA2,824,0,30/06/2017
RA3,824,0,30/06/2017
RA4,824,0,30/06/2017
RA7,824,0,30/06/2017
RA9,824,0,30/06/2017
RBA,824,0,30/06/2017
RBD,824,0,30/06/2017
RBZ,824,0,30/06/2017
RD1,824,0.10989,30/06/2017
RD3,824,0,30/06/2017
RDR,824,0,30/06/2017
RDU,824,0,30/06/2017
RDY,824,0,30/06/2017
RDZ,824,0,30/06/2017
REF,824,0,30/06/2017
RH5,824,0,30/06/2017
RH8,824,0,30/06/2017
RVN,824,0,30/06/2017
RHM,824,0,30/06/2017
RHU,824,0,30/06/2017
RHW,824,0,30/06/2017
RJ8,824,0,30/06/2017
RK9,824,0,30/06/2017
RN3,824,0,30/06/2017
RN5,824,0,30/06/2017
RN7,824,0,30/06/2017
RNU,824,0,30/06/2017
RYV,101,0,30/06/2017
RYW,101,0,30/06/2017
TAJ,101,0,30/06/2017
R1H,101,10.142857,30/06/2017
R1K,101,5.901099,30/06/2017
RAL,101,6.868132,30/06/2017
RAN,101,0,30/06/2017
RAP,101,2.538462,30/06/2017
RAS,101,1.395604,30/06/2017
RAT,101,0,30/06/2017
RAX,101,0.901099,30/06/2017
RF4,101,3.538462,30/06/2017
RJ1,101,1.67033,30/06/2017
RJ2,101,1.494505,30/06/2017
RJ6,101,1.989011,30/06/2017
RJ7,101,2.428571,30/06/2017
RJZ,101,7.692308,30/06/2017
RKE,101,2.868132,30/06/2017
RKL,101,0,30/06/2017
RP4,101,2.956044,30/06/2017
RP6,101,0,30/06/2017
RPG,101,0,30/06/2017
RPY,101,0.10989,30/06/2017
RQM,101,4.802198,30/06/2017
RQX,101,0.098901,30/06/2017
RQY,101,0,30/06/2017
RRP,101,0,30/06/2017
RRV,101,0.461538,30/06/2017
RT3,101,0,30/06/2017
RV3,101,0,30/06/2017
RVR,101,6.901099,30/06/2017
RWK,101,0,30/06/2017
RYJ,101,4.307692,30/06/2017
RYX,101,0,30/06/2017
TAF,101,0,30/06/2017
R1C,101,0,30/06/2017
R1F,101,1.208791,30/06/2017
R1J,101,0,30/06/2017
RA2,101,1.241758,30/06/2017
RA3,101,1.67033,30/06/2017
RA4,101,1.120879,30/06/2017
RA7,101,0,30/06/2017
RA9,101,0,30/06/2017
RBA,101,0,30/06/2017
RBD,101,2.681319,30/06/2017
RBZ,101,3.978022,30/06/2017
RD1,101,2.769231,30/06/2017
RD3,101,0,30/06/2017
RDR,101,0,30/06/2017
RDU,101,9.648352,30/06/2017
RDY,101,0.21978,30/06/2017
RDZ,101,7.758242,30/06/2017
REF,101,2.824176,30/06/2017
RH5,101,0,30/06/2017
RH8,101,2.252747,30/06/2017
RVN,101,0,30/06/2017
RHM,101,3.461538,30/06/2017
RHU,101,1.307692,30/06/2017
RHW,101,5.318681,30/06/2017
RJ8,101,0,30/06/2017
RK9,101,2.934066,30/06/2017
RN3,101,1.758242,30/06/2017
RN5,101,3.406593,30/06/2017
RN7,101,2.648352,30/06/2017
RNU,101,0,30/06/2017
RNZ,101,5.208791,30/06/2017
RPA,101,1.846154,30/06/2017
RPC,101,0,30/06/2017
RTE,101,4.934066,30/06/2017
RTH,101,10.494505,30/06/2017
RTK,101,0.263736,30/06/2017
RTP,101,1.076923,30/06/2017
RTQ,101,0,30/06/2017
RVJ,101,10.087912,30/06/2017
RVV,101,2.065934,30/06/2017
RW1,101,0,30/06/2017
RWF,101,1,30/06/2017
RWV,101,0,30/06/2017
RWX,101,0,30/06/2017
RX2,101,0,30/06/2017
RXC,101,0.054945,30/06/2017
RXH,101,14.945055,30/06/2017
RXQ,101,1.868132,30/06/2017
RXX,101,0,30/06/2017
RXY,101,0,30/06/2017
RYR,101,5.857143,30/06/2017
RAE,110,3.769231,30/06/2017
RBL,110,2.032967,30/06/2017
RBN,110,2.824176,30/06/2017
RBQ,110,0,30/06/2017
RBS,110,1.263736,30/06/2017
RBT,110,3.010989,30/06/2017
RBV,110,0,30/06/2017
RCB,110,8.417582,30/06/2017
RCD,110,4.56044,30/06/2017
RCF,110,2.43956,30/06/2017
RCU,110,1.230769,30/06/2017
RE9,110,0,30/06/2017
REM,110,4.241758,30/06/2017
REN,110,0,30/06/2017
REP,110,0,30/06/2017
RET,110,0,30/06/2017
RFF,110,4.21978,30/06/2017
RFR,110,5.373626,30/06/2017
RGD,110,0,30/06/2017
RHQ,110,2.835165,30/06/2017
RJL,110,1.483516,30/06/2017
RJN,110,3.571429,30/06/2017
RJR,110,0,30/06/2017
RLN,110,0,30/06/2017
RM2,110,1.758242,30/06/2017
RM3,110,0.164835,30/06/2017
RA3,301,0,30/06/2017
RA4,301,7.648352,30/06/2017
RA7,301,10.857143,30/06/2017
RA9,301,0,30/06/2017
RBA,301,0,30/06/2017
RBD,301,3.659341,30/06/2017
RBZ,301,6.747253,30/06/2017
RD1,301,9.318681,30/06/2017
RD3,301,6.538462,30/06/2017
RDR,301,0,30/06/2017
RDU,301,2.461538,30/06/2017
RDY,301,1.912088,30/06/2017
RDZ,301,12.857143,30/06/2017
REF,301,16.857143,30/06/2017
RH5,301,0,30/06/2017
RH8,301,12.56044,30/06/2017
RVN,301,0,30/06/2017
RHM,301,0,30/06/2017
RHU,301,6.549451,30/06/2017
RHW,301,19.56044,30/06/2017
RJ8,301,0,30/06/2017
RK9,301,0.769231,30/06/2017
RN3,301,11.978022,30/06/2017
RN5,301,12.406593,30/06/2017
RN7,301,6.098901,30/06/2017
RNU,301,0,30/06/2017
RNZ,301,11.527473,30/06/2017
RPA,301,0.021978,30/06/2017
RPC,301,0,30/06/2017
